indicador;infra;mes;origem;cp;regional;uf;municipio;psr;num_documento;dat_abertura;dat_fechamento;prazo_horas;status;cep;logradouro;nu_fachada;tipo_ordem;tecnico;gpon;cdo;celula;estacao;cod_encerramento;gra;cd_subscriber_hc;in_flag_indicador
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08426450;2026-02-11 17:59:28 UTC;2026-02-12 10:42:06 UTC;16;COMPLETED;89210555;RUA TERESOPOLIS;1961;FIBRA_INSTALACAO_ORDEM;TR798462;A0002DH4E;CDOE-2719;27;FLRT;00;JVE;800U600000RFOMRIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08398100;2026-02-09 15:30:41 UTC;2026-02-12 09:21:12 UTC;65;COMPLETED;89210665;RUA HENRIQUE LAGE;323;FIBRA_INSTALACAO_ORDEM;TR819007;A0002D4Z3;CDOE-6704;67;FLRT;00;JVE;800U600000QLL8LIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08394142;2026-02-09 12:34:10 UTC;2026-02-10 12:34:28 UTC;24;COMPLETED;89210668;RUA ISMAEL BREIS MACHADO;269;FIBRA_INSTALACAO_ORDEM;TR687177;A0002D3HJ;CDOE-7421;74;FLRT;00;JVE;800U600000QJXYSIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08413873;2026-02-10 16:08:29 UTC;2026-02-11 10:01:07 UTC;17;COMPLETED;89210725;SERVIDAO MARIA FERNANDA RODOLI;9;FIBRA_INSTALACAO_ORDEM;TR798463;A0002DAW3;CDOE-7323;73;FLRT;00;JVE;800U600000QZA0SIAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08416337;2026-02-10 19:05:00 UTC;2026-02-11 11:46:13 UTC;16;COMPLETED;89211070;RUA ARGENTINA;203;FIBRA_INSTALACAO_ORDEM;TR634889;A0002DC9R;CDOE-1511M;15;FLRT;00;JVE;800U600000R0HSTIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08326843;2026-02-03 20:18:53 UTC;2026-02-04 09:05:34 UTC;12;COMPLETED;89211435;RUA DONA EMMA;193;FIBRA_INSTALACAO_ORDEM;TR535090;A0002CHVD;CDOE-30002;300;FLRT;00;JVE;800U600000PSR5GIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08348431;2026-02-05 14:21:58 UTC;2026-02-09 10:31:53 UTC;92;COMPLETED;89211570;RUA S PAULO;2460;FIBRA_INSTALACAO_ORDEM;TR810589;A0002CQ4F;CDOE-601;6;FLRT;00;JVE;800U600000QDEIEIA0;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08377531;2026-02-07 13:44:40 UTC;2026-02-09 09:25:36 UTC;43;COMPLETED;89211605;RUA JOAO PINHEIRO;405;FIBRA_INSTALACAO_ORDEM;TR790152;A0002CZCM;CDOE-606;6;FLRT;00;JVE;800U600000QYHD6IAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08389942;2026-02-09 09:14:42 UTC;2026-02-09 11:53:12 UTC;2;COMPLETED;89211640;RUA PRES WENCESLAU BRAZ;28;FIBRA_INSTALACAO_ORDEM;TR798463;A0002D1V2;CDOE-714;7;FLRT;00;JVE;800U600000QHDGGIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08423928;2026-02-11 14:37:31 UTC;2026-02-12 17:59:46 UTC;27;COMPLETED;89211690;RUA FLORESTA;353;FIBRA_INSTALACAO_ORDEM;TR790152;A0002DFKO;CDOE-3410;34;FLRT;00;JVE;800U600000RDL6CIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08420225;2026-02-11 09:48:23 UTC;2026-02-11 16:23:58 UTC;6;COMPLETED;89212010;RUA GUARARAPES;185;FIBRA_INSTALACAO_ORDEM;TR798463;A0002DDG6;CDOE-4702M;47;FLRT;00;JVE;800U600000R9FTOIAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08318855;2026-02-03 12:51:32 UTC;2026-02-03 17:25:28 UTC;4;COMPLETED;89212050;RUA GUARAPUAVA;341;FIBRA_INSTALACAO_ORDEM;TR514450;A0002CEJX;CDOE-4824M;48;FLRT;00;JVE;800U600000PLC1UIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08426404;2026-02-11 17:56:44 UTC;2026-02-12 17:09:50 UTC;23;COMPLETED;89212100;RUA STA MARIA;286;FIBRA_INSTALACAO_ORDEM;TR695691;A0002DH3M;CDOE-4811M;48;FLRT;00;JVE;800U600000RGXRJIA4;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08301101;2026-02-02 11:30:48 UTC;2026-02-03 11:09:48 UTC;23;COMPLETED;89212170;RUA PRINC MAFALDA;474;FIBRA_INSTALACAO_ORDEM;TR634889;A0002C8HQ;CDOI-11205M;112;FLRT;00;JVE;800U600000PWSV7IAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08420521;2026-02-11 10:15:16 UTC;2026-02-11 18:24:06 UTC;8;COMPLETED;89212710;RUA N SRA DE BELEM;267;FIBRA_INSTALACAO_ORDEM;TR819638;A0002DDLJ;CDOE-30203;302;FLRT;00;JVE;800U600000RAELUIAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08298809;2026-02-02 08:55:02 UTC;2026-02-02 17:34:55 UTC;8;COMPLETED;89213180;RUA OTHON MADER;546;FIBRA_INSTALACAO_ORDEM;TR687177;A0002C7DK;CDOE-33602;336;FLRT;00;JVE;800U600000PVHYLIAO;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08398704;2026-02-09 16:03:57 UTC;2026-02-10 17:30:42 UTC;25;COMPLETED;89213200;RUA PARATI;283;FIBRA_INSTALACAO_ORDEM;TR393853;A0002D59H;CDOE-5202M;52;FLRT;00;JVE;800U600000QM6WSIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08398609;2026-02-09 15:59:45 UTC;2026-02-10 17:30:38 UTC;25;COMPLETED;89213200;RUA PARATI;283;FIBRA_INSTALACAO_ORDEM;TR790152;A0002D586;CDOE-5202M;52;FLRT;00;JVE;800U600000QLHXQIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08410490;2026-02-10 12:57:40 UTC;2026-02-10 17:27:23 UTC;4;COMPLETED;89213230;RUA AUGUSTO ERNESTO BAETCH;162;FIBRA_INSTALACAO_ORDEM;TR810589;A0002D9F9;CDOE-5227M;52;FLRT;00;JVE;800U600000QZ56WIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08324968;2026-02-03 18:01:33 UTC;2026-02-04 11:11:46 UTC;17;COMPLETED;89213635;RUA ALIDA DARGA;43;FIBRA_INSTALACAO_ORDEM;TR695691;A0002CH4F;CDOE-4413;44;FLRT;00;JVE;800U600000PQJFHIAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08423687;2026-02-11 14:20:29 UTC;2026-02-12 09:45:20 UTC;19;COMPLETED;89214605;RUA LAERCIO HOFFMANN;285;FIBRA_INSTALACAO_ORDEM;TR790152;A0002DFG4;CDOE-9508;95;FLRT;00;JVE;800U600000RDUPMIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08336142;2026-02-04 17:51:06 UTC;2026-02-05 17:36:43 UTC;23;COMPLETED;89214765;RUA JOAO P CARVALHO BUENO;72;FIBRA_INSTALACAO_ORDEM;TR687177;A0002CM2Z;CDOE-100807;1008;FLRT;00;JVE;800U600000Q2UM4IAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08308225;2026-02-02 17:30:47 UTC;2026-02-03 11:52:43 UTC;18;COMPLETED;89215102;RUA EUGENIO PABST;546;FIBRA_INSTALACAO_ORDEM;TR751389;A0002CBG0;CDOE-10207;102;FLRT;00;JVE;800U600000PAI4QIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08394369;2026-02-09 12:42:06 UTC;2026-02-10 17:36:45 UTC;28;COMPLETED;89215103;RUA GABRIEL HOEPERS;516;FIBRA_INSTALACAO_ORDEM;TR687177;A0002D3JH;CDOE-10203;102;FLRT;00;JVE;800U600000QJYGVIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08197058;2026-01-23 14:02:16 UTC;2026-02-06 10:17:29 UTC;332;COMPLETED;89215130;RUA DA CHACARA;720;FIBRA_INSTALACAO_ORDEM;TR810589;A0002B66S;CDOE-32813;328;FLRT;00;JVE;800U600000NZV7WIAU;NAO
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08412144;2026-02-10 14:26:31 UTC;2026-02-11 10:25:48 UTC;19;COMPLETED;89215200;ESTRADA LAGOINHA;271;FIBRA_INSTALACAO_ORDEM;TR695691;A0002DA3H;CDOE-10004;100;FLRT;00;JVE;800U600000QZJ40IAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08286704;2026-01-31 09:33:07 UTC;2026-02-04 10:05:55 UTC;96;COMPLETED;89216560;RUA NESTOR HINTZ;606;FIBRA_INSTALACAO_ORDEM;TR819750;A0002C30R;CDOE-14618M;146;JVE;00;JVE;800U600000PKOLDIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08414353;2026-02-10 16:41:43 UTC;2026-02-13 17:01:57 UTC;72;COMPLETED;89217002;RUA BENJAMIN CONSTANT;3473;FIBRA_INSTALACAO_ORDEM;TR817132;A0002DB67;CDOE-13819;138;JVE;00;JVE;800U600000R177QIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08329768;2026-02-04 11:42:52 UTC;2026-02-05 10:30:12 UTC;22;COMPLETED;89217100;RUA PRES CAMPOS SALLES;142;FIBRA_INSTALACAO_ORDEM;TR733308;A0002CIY1;CDOI-14011M;140;JVE;00;JVE;800U600000PZHWUIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08413028;2026-02-10 15:03:25 UTC;2026-02-11 09:42:59 UTC;18;COMPLETED;89217260;RUA ADALBERTO SCHMALZ;301;FIBRA_INSTALACAO_ORDEM;TR789238;A0002DADY;CDOE-13639M;136;JVE;00;JVE;800U600000R0JFVIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08431345;2026-02-12 08:29:20 UTC;2026-02-13 15:04:49 UTC;30;COMPLETED;89217340;RUA ENGELBERTO HAGELMANN;75;FIBRA_INSTALACAO_ORDEM;TR780145;A0002DIEB;CDOE-8011;80;JVE;00;JVE;800U600000RNL34IAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08323991;2026-02-03 17:02:10 UTC;2026-02-04 10:24:56 UTC;17;COMPLETED;89217360;RUA MAX LEPPER;425;FIBRA_INSTALACAO_ORDEM;TR817132;A0002CGMA;CDOI-20111;201;JVE;00;JVE;800U600000PMRJLIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08366121;2026-02-06 16:20:02 UTC;2026-02-10 12:03:37 UTC;91;COMPLETED;89217400;RUA ADRIANO SCHONDERMANK;204;FIBRA_INSTALACAO_ORDEM;TR733308;A0002CW86;CDOI-13623M;136;JVE;00;JVE;800U600000QQNFHIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08413923;2026-02-10 16:09:47 UTC;2026-02-12 15:58:42 UTC;47;COMPLETED;89218060;RUA GUIA LOPES;393;FIBRA_INSTALACAO_ORDEM;TR818780;A0002DAWI;CDOI-10615PSM;106;JVE;00;JVE;800U600000R1DR8IAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08442043;2026-02-12 20:05:34 UTC;2026-02-13 18:27:55 UTC;22;COMPLETED;89218060;RUA GUIA LOPES;393;FIBRA_INSTALACAO_ORDEM;TR687140;A0002DN1J;CDOI-10613.2;106;JVE;00;JVE;800U600000RVQB0IAO;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08343987;2026-02-05 10:42:08 UTC;2026-02-06 11:58:09 UTC;25;COMPLETED;89218180;RUA IGUACU;143;FIBRA_INSTALACAO_ORDEM;TR819750;A0002COFP;CDOI-19223.2;192;JVE;00;JVE;800U600000QCSAWIAW;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08398207;2026-02-09 15:38:46 UTC;2026-02-11 17:24:35 UTC;49;COMPLETED;89218220;RUA GUILHERME KOCK;622;FIBRA_INSTALACAO_ORDEM;TR687140;A0002D51U;CDOI-10722M;107;JVE;00;JVE;800U600000QLUBEIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08408469;2026-02-10 11:05:36 UTC;2026-02-11 18:15:33 UTC;31;COMPLETED;89218301;RUA CARLOS WILLY BOEHM;164;FIBRA_INSTALACAO_ORDEM;TR789238;A0002D8KO;CDOE-19112;191;JVE;00;JVE;800U600000QXMSFIAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08291793;2026-01-31 17:36:30 UTC;2026-02-03 09:59:54 UTC;64;COMPLETED;89218315;RUA FELIX HEINZELMANN;101;FIBRA_INSTALACAO_ORDEM;TR819750;A0002C3Z6;CDOI-10922;109;JVE;00;JVE;800U600000PLHXGIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08291441;2026-01-31 16:44:26 UTC;2026-02-02 17:58:22 UTC;49;COMPLETED;89218321;RUA FELIX HEINZELMANN;716;FIBRA_INSTALACAO_ORDEM;TR820187;A0002C3V5;CDOE-11030M;110;JVE;00;JVE;800U600000PN3BMIA0;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08370783;2026-02-06 21:09:58 UTC;2026-02-07 11:42:51 UTC;14;COMPLETED;89218501;RUA GUILHERME;841;FIBRA_INSTALACAO_ORDEM;TR535090;A0002CXPG;CDOI-19007PS;190;JVE;00;JVE;800U600000QVRD1IAO;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08331544;2026-02-04 12:56:04 UTC;2026-02-05 11:30:18 UTC;22;COMPLETED;89218580;RUA HELENA DEGELMANN;68;FIBRA_INSTALACAO_ORDEM;TR820187;A0002CJL6;CDOE-8401;84;JVE;00;JVE;800U600000PZZZ9IAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08409187;2026-02-10 11:39:13 UTC;2026-02-11 10:17:13 UTC;22;COMPLETED;89218585;RUA JOAO KONESKI;574;FIBRA_INSTALACAO_ORDEM;TR733308;A0002D8UJ;CDOE-18714;187;JVE;00;JVE;800U600000QYJ4OIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08358714;2026-02-06 09:18:17 UTC;2026-02-07 11:02:30 UTC;25;COMPLETED;89218600;RUA HENRIQUE MIERS;574;FIBRA_INSTALACAO_ORDEM;TR817972;A0002CT9K;CDOE-18714;187;JVE;00;JVE;800U600000QMZFUIAO;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08320749;2026-02-03 14:32:59 UTC;2026-02-04 10:44:08 UTC;20;COMPLETED;89218680;RUA CMTE TELLES DE MENDONCA;220;FIBRA_INSTALACAO_ORDEM;TR818780;A0002CFAR;CDOI-18732M;187;JVE;00;JVE;800U600000PKTLIIAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08420077;2026-02-11 09:31:19 UTC;2026-02-12 11:22:30 UTC;25;COMPLETED;89219250;RUA ANTONIO GERALDO PEREIRA;81;FIBRA_INSTALACAO_ORDEM;TR123986;A0002DDD1;CDOE-34002;340;JVE;00;JVE;800U600000R9W3BIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08335911;2026-02-04 17:39:19 UTC;2026-02-05 17:43:02 UTC;24;COMPLETED;89220090;RUA BEM TE VI;103;FIBRA_INSTALACAO_ORDEM;TR733308;A0002CLZ7;CDOE-18509;185;JVE;00;JVE;800U600000Q1XL4IAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08331848;2026-02-04 14:42:55 UTC;2026-02-05 09:17:30 UTC;18;COMPLETED;89220170;RUA MACUCO;295;FIBRA_INSTALACAO_ORDEM;TR560731;A0002CJXQ;CDOE-18317;183;JVE;00;JVE;800U600000Q0WU8IAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08293923;2026-02-01 15:56:49 UTC;2026-02-02 16:38:25 UTC;24;COMPLETED;89220230;RUA BERNARDO WELTER;185;FIBRA_INSTALACAO_ORDEM;TR817970;A0002C4MT;CDOI-130;1;JVE;00;JVE;800U600000PQXJCIA4;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08298430;2026-02-02 07:59:25 UTC;2026-02-03 11:32:24 UTC;27;COMPLETED;89220230;RUA BERNARDO WELTER;534;FIBRA_INSTALACAO_ORDEM;TR820187;A0002C77K;CDOE-18206;182;JVE;00;JVE;800U600000PV9FXIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08408389;2026-02-10 11:00:37 UTC;2026-02-11 15:46:47 UTC;28;COMPLETED;89220310;RUA DUARTE SCHUTTEL;509;FIBRA_INSTALACAO_ORDEM;TR632093;A0002D8J5;CDOE-12611M;126;JVE;00;JVE;800U600000QWPQDIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08288572;2026-02-01 17:42:46 UTC;2026-02-02 12:34:16 UTC;18;COMPLETED;89220370;RUA AGOSTINHO JOSE COGNACO;620;FIBRA_INSTALACAO_ORDEM;TR733308;A0002C5E8;CDOE-12508M;125;JVE;00;JVE;800U600000PMPCCIA4;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08390936;2026-02-09 10:06:16 UTC;2026-02-10 12:29:10 UTC;26;COMPLETED;89220430;RUA VALTER PETERS;45;FIBRA_INSTALACAO_ORDEM;TR687140;A0002D269;CDOE-12519M;125;JVE;00;JVE;800U600000QHJB4IAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08390883;2026-02-09 10:03:41 UTC;2026-02-10 10:11:36 UTC;24;COMPLETED;89220500;RUA JACOB;265;FIBRA_INSTALACAO_ORDEM;TR733308;A0002D25N;CDOE-32704;327;JVE;00;JVE;800U600000QHU9GIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08360315;2026-02-06 11:02:42 UTC;2026-02-11 10:21:03 UTC;119;COMPLETED;89220555;RUA S MATIAS;65;FIBRA_INSTALACAO_ORDEM;TR820187;A0002CTUW;CDOE-13226;132;JVE;00;JVE;800U600000QOYNCIAO;NAO
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08414497;2026-02-10 16:52:55 UTC;2026-02-12 10:43:05 UTC;41;COMPLETED;89220600;RUA ALBATROZ;72;FIBRA_INSTALACAO_ORDEM;TR733308;A0002DB9G;CDOI-13013M;130;JVE;00;JVE;800U600000R0GUBIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08353378;2026-02-05 18:39:09 UTC;2026-02-06 08:42:18 UTC;14;COMPLETED;89220720;RUA WILLY A JACOB;425;FIBRA_INSTALACAO_ORDEM;TR817971;A0002CS3B;CDOE-18611;186;JVE;00;JVE;800U600000QGINFIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08386180;2026-02-08 17:42:59 UTC;2026-02-09 14:49:57 UTC;21;COMPLETED;89220840;RUA LUIZ CARLOS SCHROEDER;118;FIBRA_INSTALACAO_ORDEM;TR817972;A0002D15P;CDOE-13411;134;JVE;00;JVE;800U600000QDTYCIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08322976;2026-02-03 16:06:48 UTC;2026-02-04 12:10:06 UTC;20;COMPLETED;89221597;SERVIDAO S SEVERINO;105;FIBRA_INSTALACAO_ORDEM;TR733308;A0002CG3X;CDOI-9425;94;JVE;00;JVE;800U600000PMJKAIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08335738;2026-02-04 17:30:31 UTC;2026-02-05 13:33:05 UTC;20;COMPLETED;89221650;RUA FORTALEZA;90;FIBRA_INSTALACAO_ORDEM;TR817972;A0002CLVR;CDOI-8922;89;JVE;00;JVE;800U600000Q2YA3IAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08346618;2026-02-05 13:01:49 UTC;2026-02-06 12:39:57 UTC;23;COMPLETED;89222450;RUA GEN CAMARA;200;FIBRA_INSTALACAO_ORDEM;TR820187;A0002CPIN;CDOI-9708;97;JVE;00;JVE;800U600000QDOJSIAO;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08413096;2026-02-10 15:14:49 UTC;2026-02-11 11:00:22 UTC;19;COMPLETED;89222520;RUA PALMITOS;451;FIBRA_INSTALACAO_ORDEM;TR687140;A0002DAH6;CDOI-9812PS;98;JVE;00;JVE;800U600000QZV4NIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08323894;2026-02-03 16:56:08 UTC;2026-02-04 14:48:35 UTC;21;COMPLETED;89222550;RUA OTTO BENACK;230;FIBRA_INSTALACAO_ORDEM;TR687140;A0002CGJY;CDOE-24410;244;JVE;00;JVE;800U600000PLCQEIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08416177;2026-02-10 18:52:43 UTC;2026-02-13 17:34:15 UTC;70;COMPLETED;89222550;RUA OTTO BENACK;40;FIBRA_INSTALACAO_ORDEM;TR687140;A0002DC6W;CDOI-9831;98;JVE;00;JVE;800U600000R1DX7IAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08298890;2026-02-02 09:02:24 UTC;2026-02-03 14:50:40 UTC;29;COMPLETED;89223330;RUA PIO XII;27;FIBRA_INSTALACAO_ORDEM;TR687140;A0002C7FB;CDOE-32401;324;JVE;00;JVE;800U600000PVJX8IAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08351408;2026-02-05 16:52:05 UTC;2026-02-06 11:18:57 UTC;18;COMPLETED;89223395;RUA TEN ANTONIO JOAO;3604;FIBRA_INSTALACAO_ORDEM;TR695690;A0002CRC6;CDOE-24915;249;IRIU;00;JVE;800U600000QFF5SIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08407739;2026-02-10 10:24:49 UTC;2026-02-11 08:46:40 UTC;22;COMPLETED;89223395;RUA TEN ANTONIO JOAO;3690;FIBRA_INSTALACAO_ORDEM;TR632093;A0002D88Z;CDOI-24934;249;IRIU;00;JVE;800U600000QXOY8IAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08295582;2026-02-01 15:51:37 UTC;2026-02-02 11:31:13 UTC;19;COMPLETED;89223460;RUA IRACEMA LUCKOW;321;FIBRA_INSTALACAO_ORDEM;TR560731;A0002C4LB;CDOE-24809;248;IRIU;00;JVE;800U600000PRIJ2IAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08394373;2026-02-09 12:43:19 UTC;2026-02-10 12:38:42 UTC;23;COMPLETED;89223530;RUA VITAL SILVA;173;FIBRA_INSTALACAO_ORDEM;TR817972;A0002D3JR;CDOE-25305;253;IRIU;00;JVE;800U600000QITD3IAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08362474;2026-02-06 12:49:24 UTC;2026-02-07 17:44:30 UTC;28;COMPLETED;89223750;RUA LEANDRO ALVES DE BRITO;270;FIBRA_INSTALACAO_ORDEM;TR733308;A0002CUP6;CDOE-103302;1033;IRIU;00;JVE;800U600000QOUT7IAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;08345076;2026-02-05 11:31:58 UTC;2026-02-06 12:56:30 UTC;25;COMPLETED;89224031;RUA CEL VIEIRA;2011;FIBRA_INSTALACAO_ORDEM;TC004017;A0002COTJ;CDOE-18302;183;IRIU;00;JVE;800U600000QDFCOIAG;SIM
